Topic,Count,Name,Representation,Representative_Docs
83,59,83_eeg_depression_brain_signal,"['eeg', 'depression', 'brain', 'signal', 'migraine', 'mental', 'stress', 'q4', 'epilepsy', 'canonical']","['survey eeg base attention detection machine learning deep learning techniques', 'real time stress level detection system eeg signal processing deep learning techniques', 'survey eeg base stress detection machine learning deep learning technique']"
84,59,84_titanium_deformation_aluminide_texture,"['titanium', 'deformation', 'aluminide', 'texture', 'hot', 'recrystallization', 'commercially', 'ti45al5', 'pure', 'alloy']","['hot deformation response titanium aluminide ti–45al-(5 10)nb-0.2b-0.2c pre condition microstructure', 'development recrystallization texture commercially pure titanium experiment simulation', 'influence temperature strain rate microstructural evolution hot compression ti-45al xnb-0.2c-0.2b titanium aluminide alloy']"
85,58,85_anneal_nonlinear_film_optoelectronic,"['anneal', 'nonlinear', 'film', 'optoelectronic', 'irradiation', 'optical', 'se', 'thin', 'quaternary', 'linear']","['influence time dependent laser irradiation tune linear nonlinear optical response quaternary ag 10 15 15 se 60 film optoelectronic application', 'correction situ laser irradiation kinetic change nonlinear linear optical parameter 50 se 40 sb 10 thin film photonic application', 'situ laser irradiation kinetic change nonlinear linear optical parameter 50 se 40 sb 10 thin film photonic application']"
86,58,86_wheat_rice_productivity_seed,"['wheat', 'rice', 'productivity', 'seed', 'growth', 'yield', 'breeding', 'aestivum', 'triticum', 'genomic']","['effect microbial seed treatment root growth wheat compacted soil condition', 'effect conservation agriculture soil hydro physical property total particulate organic carbon root morphology wheat triticum aestivum rice oryza', 'genomic selection grain yield cimmyt wheat breeding program status perspective']"
87,58,87_krylov_quantum_walk_complexity,"['krylov', 'quantum', 'walk', 'complexity', 'entanglement', 'syk', 'fragmentation', 'markovianity', 'markovian', 'dissipative']","['complexity dimensional discrete time quantum walk circuit', 'speed limit growth krylov complexity open quantum system', 'information scramble quantum walk discrete time formulation krylov complexity']"
88,58,88_uav_planning_aerial_unmanned,"['uav', 'planning', 'aerial', 'unmanned', 'corridor', 'coverage', 'intersection', 'avoidance', 'path', 'conflict']","['multi uav 3d hierarchical coverage path planning dynamic environments large complex structures', 'multiple lane uav corridor planning urban mobility system applications', 'multi lane uav traffic management path intersection planning']"
89,57,89_pose_depth_3d_human,"['pose', 'depth', '3d', 'human', 'reconstruction', 'point', 'terrain', 'lunar', 'estimation', 'motion']","['uncertainty aware adaptation self supervise 3d human pose estimation', 'lunar terrain depth mapping 3d reconstruction benchmarke seven depth estimation model', 'self supervise 3d human pose estimation guided novel image synthesis']"
90,56,90_object_camouflage_pedestrian_hog,"['object', 'camouflage', 'pedestrian', 'hog', 'detection', 'yolov8', 'ltp', 'yolov5', 'yolov4', 'yolov7']","['camouflage object detection machine vision application', 'hybrid technique object recognition', 'deep learning techniques real time object detection classification']"
91,56,91_iot_internet_thing_secure,"['iot', 'internet', 'thing', 'secure', 'mqtt', 'security', 'lightweight', 'cryptographic', 'authentication', 'datum']","['evolve embedded method light weight cryptography algorithm solve issue embedded iot devices srideivanai nagarajan sujata badiger shubha rao bama supriya shital kakad nisha rani pyingkodi authors srideivanai nagarajan sujata badiger shubha rao', 'optimize lightweight cryptographic protocol secure communication internet things(iot device', 'internet thing iot security privacy issue solutions']"
92,55,92_reluctance_switched_operate_pulse,"['reluctance', 'switched', 'operate', 'pulse', 'rotor', 'torque', 'generator', 'rpm', 'rms', 'slitted']","['modified single pulse operate switched reluctance generator modeling analysis experimental verification', 'predictive control output current single pulse operate switched reluctance generator', 'analysis switched reluctance generator operate modified single pulse mode']"
93,55,93_linewidth_laser_fiber_raman,"['linewidth', 'laser', 'fiber', 'raman', 'comb', 'lasers', 'spectral', 'widely', 'cascaded', 'narrow']","['frequency comb base seed laser architecture improved brillouin performance spectral beam combining narrow linewidth lasers', 'cascaded raman fiber lasers pump narrow linewidth low intensity noise source', 'cascaded raman fiber laser pump narrow linewidth low intensity noise source']"
94,55,94_fin_heat_pipe_sink,"['fin', 'heat', 'pipe', 'sink', 'exchanger', 'microchannel', 'fins', 'longitudinal', 'thermal', 'pcm']","['fin tube heat exchanger automotive application', 'numerical investigation thermo hydrodynamic performance triangular pin fin heat sink nano fluid', 'thermal management electronics numerical investigation triangular fin heat sink']"
95,54,95_buck_boost_converter_dc,"['buck', 'boost', 'converter', 'dc', 'interleaved', 'synchronous', 'inductor', 'gain', 'voltage', 'photovoltaic']","['design buck converter', 'switch capacitor base buck boost converter analysis', 'novel dc dc converter extended range gain buck boost application']"
96,54,96_radar_fmcw_doppler_target,"['radar', 'fmcw', 'doppler', 'target', 'mmwave', 'sidelobe', 'targets', 'spoofing', 'range', 'signal']","['target classification mmwave fmcw radar machine learning range angle images', 'uav micro doppler signature analysis fmcw radar', 'extraction analysis micro doppler signature fmcw radar']"
97,53,97_recommendation_movie_collaborative_filtering,"['recommendation', 'movie', 'collaborative', 'filtering', 'recommender', 'apache', 'spark', 'zomato', 'career', 'commerce']","['review movie recommendation system machine learning', 'movie recommendation system hybrid approach', 'movie recommendation system']"
98,53,98_flame_combustor_premixed_swirl,"['flame', 'combustor', 'premixed', 'swirl', 'syngas', 'reverse', 'combustion', 'stabilize', 'vortex', 'counter']","['impact hydrogen addition thermoacoustic instability precessing vortex core dynamics ch4 h2 air technically premixed combustor', 'non premixed operation strategy low emission syngas fuel reverse flow combustor', 'understand heat release fluctuation combustion noise characteristic non premixed co counter swirl syngas flame mild condition']"
99,53,99_accelerator_fpga_accelerators_edge,"['accelerator', 'fpga', 'accelerators', 'edge', 'dnn', 'hardware', 'inference', 'neural', 'convolutional', 'architecture']","['fpga base hardware accelerator training implicit neural representations edge device', 'flexible fpga accelerator convolutional neural network', 'hardware accelerator edge detection']"
100,52,100_kitaev_topological_chain_spin,"['kitaev', 'topological', 'chain', 'spin', 'ladder', 'skewed', 'scramble', 'disorder', 'rnyi', 'lattice']","['effect topological non topological edge state information propagation scramble floquet spin chain', 'topological quantum phase transition criticality long range kitaev chain', 'quantum phase spin-1 system 3/4 3/5 skewed ladder']"
101,52,101_insulators_polymeric_outdoor_hvdc,"['insulators', 'polymeric', 'outdoor', 'hvdc', 'surge', 'insulator', 'arresters', 'insulation', 'kv', 'transformer']","['stress control polymeric outdoor insulators nonlinear resistive field grading materials operate different condition', 'superhydrophobic coating performance enhancement polymeric outdoor insulators hvdc systems', 'failure analysis polymeric outdoor insulator hvdc converter station']"
102,52,102_supercritical_co2_brayton_dioxide,"['supercritical', 'co2', 'brayton', 'dioxide', 'inward', 'cycle', 'radial', 'turbomachinery', 'sco2', 'cycles']","['novel supercritical carbon dioxide cycle waste recovery application', 'brayton cycle supercritical co2 power block industrial waste heat recovery', 'control strategies supercritical carbon dioxide brayton cycles']"
103,52,103_pv_mppt_photovoltaic_shading,"['pv', 'mppt', 'photovoltaic', 'shading', 'wind', 'solar', 'grid', 'dfig', 'reconfiguration', 'power']","['experimental study control strategy wind drive dfig solar pv sustainable power generation', 'analysis mppt technique grid connect pv system', 'energy management grid pv battery system p&o mppt']"
104,51,104_photoacoustic_imaging_ultrasound_optoacoustic,"['photoacoustic', 'imaging', 'ultrasound', 'optoacoustic', 'tomography', 'pmut', 'impulse', 'transducer', 'resolution', 'reconstruction']","['spatial impulse response ultrasound transducer correction deep learning photoacoustic tomography', 'photoacoustic imaging single element low frequency thin film pmut', 'image quality enhancement pmut base photoacoustic imaging']"
105,51,105_photodynamic_therapy_bodipy_red,"['photodynamic', 'therapy', 'bodipy', 'red', 'complex', 'curcumin', 'dipyrromethene', 'light', 'pdt', 'mitochondria']","['cobalt(iii dibromo bodipy-8 hydroxyquinolinate mitochondria target red light photodynamic therapy', 'cobalt(iii dibromo bodipy-8 hydroxyquinolinate mitochondria target red light photodynamic therapy', 'platinum(ii boron‐dipyrromethene complex cellular imaging mitochondria‐targete photodynamic therapy red light']"
106,51,106_farming_agriculture_irrigation_iot,"['farming', 'agriculture', 'irrigation', 'iot', 'monitoring', 'cattle', 'hydroponic', 'crop', 'smart', 'precision']","['precision agriculture unmanned aerial vehicle iot power smart irrigation system plant health monitoring', 'ai drive multi agent framework smart irrigation crop health monitoring indian rice sugarcane farming vol 13 sp2 2026 advance agriculture scopus index q4', 'ai drive multi agent framework smart irrigation crop health monitoring indian rice sugarcane farming vol 13 sp2 2026 advance agriculture scopus index q4 web science']"
107,50,107_emotion_facial_expression_recognition,"['emotion', 'facial', 'expression', 'recognition', 'geometrical', 'convolutional', 'face', 'recognize', 'emotional', 'features']","['machine learning base facial expression emotion recognition human computer interaction fuzzy logic system', 'emotion recognition facial expression cnn', 'emotion recognition facial expression']"
108,50,108_hardy_operator_heisenberg_sobolev,"['hardy', 'operator', 'heisenberg', 'sobolev', 'theorem', 'toeplitz', 'group', 'spaces', 'symmetric', 'fractional']","['hardy inequality fractional power grushin operator', 'extension problem trace hardy hardy inequality fractional laplacian', 'characterization symmetric toeplitz operator class conjugation hardy space']"
109,50,109_captioning_story_caption_scene,"['captioning', 'story', 'caption', 'scene', 'dysgraphia', 'image', 'narrative', 'generation', 'text', 'damian']","['image captioning convolutional neural networks recurrent neural network', 'text base image retrieval captioning', 'analysis image captioning model different image feature extraction network']"
110,50,110_reality_augmented_immersive_virtual,"['reality', 'augmented', 'immersive', 'virtual', 'ar', 'vr', 'telepresence', 'marker', 'curtain', 'visualization']","['augmented reality visual learning', 'augmented reality virtual reality governance', 'api augmented reality virtual reality']"
